kabupaten_kota,kecamatan,latitude,longitude,is_kota,jenis_usaha,tahun_berdiri,jumlah_karyawan,has_digital_presence,omset_bulanan,populasi,kepadatan_penduduk,income_per_kapita,jarak_ke_jalan_utama,jarak_ke_pasar,akses_internet_pct,skor_infrastruktur,jumlah_kompetitor_radius_3km,jarak_ke_bank_terdekat,penetrasi_kur_pct,risiko_banjir,risiko_gempa,skor_potensi,is_survived_3yr,business_maturity,infra_x_income,competition_density_ratio,avg_distance_to_facilities,market_gap_score,digital_readiness_index,risk_composite,financial_access_score,omset_per_karyawan,location_advantage
Kota Depok,Cilodong,-6.355614997062303,106.80070498242692,True,Pertanian,2014,1,0,118.28,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,84.88,1,10,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.475,0.14200000000000002,0.619,118.28,74.217
Kota Depok,Cilodong,-6.355189456304424,106.79543211263346,True,Fashion,2021,2,1,97.11,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,1,3,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,48.555,74.217
Kota Depok,Cilodong,-6.345778326883557,106.80510592196816,True,Makanan,2013,2,1,108.02,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,1,11,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,54.01,74.217
Kota Depok,Cilodong,-6.356895709469281,106.80249427344188,True,Makanan,2017,3,1,61.92,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,1,7,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,20.64,74.217
Kota Depok,Cilodong,-6.343620860440295,106.80551907445208,True,Makanan,2013,3,1,116.76,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,0,11,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,38.92,74.217
Kota Depok,Cilodong,-6.339749148035458,106.79919321721084,True,Kerajinan,2024,4,1,51.53,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,1,0,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,12.8825,74.217
Kota Depok,Cilodong,-6.357541103003645,106.79370483246008,True,Fashion,2020,1,1,114.05,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,0,4,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,114.05,74.217
Kota Depok,Cilodong,-6.348405625794867,106.79184886784256,True,Kerajinan,2011,4,1,58.74,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,0,13,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,14.685,74.217
Kota Depok,Cilodong,-6.338556362256544,106.806286504153,True,Makanan,2024,2,0,108.2,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,84.88,1,0,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.475,0.14200000000000002,0.619,54.1,74.217
Kota Depok,Cilodong,-6.356045662907633,106.7935645731467,True,Fashion,2013,8,1,96.9,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,1,11,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,12.1125,74.217
Kota Depok,Cilodong,-6.341247046707941,106.80545557227222,True,Makanan,2017,5,0,57.24,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,84.88,1,7,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.475,0.14200000000000002,0.619,11.448,74.217
Kota Depok,Cilodong,-6.343681010781382,106.7978672127376,True,Jasa,2022,3,1,291.53,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,0,2,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,97.17666666666666,74.217
Kota Depok,Cilodong,-6.3578986090602125,106.79021125231668,True,Makanan,2011,1,0,164.53,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,84.88,1,13,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.475,0.14200000000000002,0.619,164.53,74.217
Kota Depok,Cilodong,-6.341293313345873,106.80435589175713,True,Jasa,2022,1,0,84.28,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,84.88,1,2,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.475,0.14200000000000002,0.619,84.28,74.217
Kota Depok,Cilodong,-6.354912507563048,106.79722330947467,True,Makanan,2012,4,1,69.98,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,1,12,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,17.495,74.217
Kota Depok,Cilodong,-6.342629744823773,106.79522952745975,True,Makanan,2013,8,1,73.77,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,1,11,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,9.22125,74.217
Kota Depok,Cilodong,-6.343588607367156,106.7882728228916,True,Makanan,2012,3,1,77.78,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,0,12,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,25.926666666666666,74.217
Kota Depok,Cilodong,-6.344435751412707,106.79896775662672,True,Makanan,2019,1,1,46.07,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,1,5,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,46.07,74.217
Kota Depok,Cilodong,-6.348869006125392,106.79434802804924,True,Fashion,2020,7,1,113.6,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,1,4,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,16.228571428571428,74.217
Kota Depok,Cilodong,-6.355032053697705,106.79495426025233,True,Makanan,2019,3,0,46.9,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,84.88,0,5,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.475,0.14200000000000002,0.619,15.633333333333333,74.217
Kota Depok,Cilodong,-6.347267274666146,106.80576067860991,True,Makanan,2010,1,1,100.05,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,1,14,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,100.05,74.217
Kota Depok,Cilodong,-6.346651418240588,106.80503467371943,True,Makanan,2011,1,1,68.39,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,1,13,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,68.39,74.217
Kota Depok,Cilodong,-6.344621487928318,106.80168972453758,True,Jasa,2022,2,1,78.87,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,1,2,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,39.435,74.217
Kota Depok,Cilodong,-6.343765929296586,106.79574747992773,True,Fashion,2010,7,1,124.63,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,0,14,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,17.804285714285715,74.217
Kota Depok,Cilodong,-6.352508483859978,106.79763829152888,True,Pertanian,2011,4,1,40.2,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,0,13,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,10.05,74.217
Kota Depok,Cilodong,-6.351479273843865,106.79601125233036,True,Kerajinan,2016,4,1,93.66,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,92.47,1,8,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.975,0.14200000000000002,0.619,23.415,74.217
Kota Depok,Cilodong,-6.351838473980335,106.79713155801524,True,Makanan,2016,8,0,50.03,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,84.88,1,8,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.475,0.14200000000000002,0.619,6.25375,74.217
Kota Depok,Cilodong,-6.338446877060987,106.8035286700957,True,Kerajinan,2016,2,0,23.36,388465,35724.4,15.0,0.88,7.34,95.0,86.5,10,0.1,24.2,0.225,0.059,84.88,1,8,0.865,0.2799207264502693,2.7733333333333334,35315.0,0.475,0.14200000000000002,0.619,11.68,74.217
Kota Depok,Cimanggis,-6.457221311278431,106.81477108430798,True,Makanan,2021,6,1,61.55,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,0,3,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,10.258333333333333,73.7595
Kota Depok,Cimanggis,-6.465302347770945,106.82822192935848,True,Kerajinan,2019,4,0,45.29,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,83.92,0,5,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.441,0.1675,0.6777,11.3225,73.7595
Kota Depok,Cimanggis,-6.466105631622603,106.82797132926945,True,Fashion,2019,5,1,71.59,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,5,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,14.318000000000001,73.7595
Kota Depok,Cimanggis,-6.452422589905092,106.8298945821085,True,Makanan,2010,1,0,43.82,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,83.92,1,14,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.441,0.1675,0.6777,43.82,73.7595
Kota Depok,Cimanggis,-6.464402101377633,106.81655907721456,True,Makanan,2010,2,1,78.72,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,0,14,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,39.36,73.7595
Kota Depok,Cimanggis,-6.4685161524941615,106.82572232227008,True,Makanan,2012,3,1,83.55,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,12,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,27.849999999999998,73.7595
Kota Depok,Cimanggis,-6.462170523277025,106.822181673565,True,Makanan,2024,1,1,87.42,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,0,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,87.42,73.7595
Kota Depok,Cimanggis,-6.450796241345035,106.82205044236711,True,Makanan,2021,5,1,68.07,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,0,3,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,13.613999999999999,73.7595
Kota Depok,Cimanggis,-6.46319306491045,106.8197686094762,True,Jasa,2019,2,1,88.57,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,5,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,44.285,73.7595
Kota Depok,Cimanggis,-6.45905907921213,106.8315093641149,True,Jasa,2014,7,1,131.19,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,10,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,18.74142857142857,73.7595
Kota Depok,Cimanggis,-6.459887948364907,106.81672206686407,True,Fashion,2011,1,1,163.08,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,0,13,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,163.08,73.7595
Kota Depok,Cimanggis,-6.454781246219317,106.82413041385492,True,Kerajinan,2013,1,1,72.03,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,11,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,72.03,73.7595
Kota Depok,Cimanggis,-6.466370353012834,106.8260199900016,True,Fashion,2013,5,1,41.59,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,11,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,8.318000000000001,73.7595
Kota Depok,Cimanggis,-6.4556201128301165,106.81529923451616,True,Fashion,2012,2,1,121.34,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,12,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,60.67,73.7595
Kota Depok,Cimanggis,-6.451140691200487,106.8146787909723,True,Jasa,2016,1,1,119.31,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,0,8,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,119.31,73.7595
Kota Depok,Cimanggis,-6.451205682292118,106.82020865074853,True,Kerajinan,2022,2,1,119.81,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,2,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,59.905,73.7595
Kota Depok,Cimanggis,-6.452895798173433,106.81587106945342,True,Fashion,2016,4,1,103.66,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,8,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,25.915,73.7595
Kota Depok,Cimanggis,-6.45941985379828,106.8267025387169,True,Fashion,2017,2,0,80.75,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,83.92,1,7,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.441,0.1675,0.6777,40.375,73.7595
Kota Depok,Cimanggis,-6.456463286980853,106.8156131460136,True,Jasa,2021,7,1,71.58,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,3,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,10.225714285714286,73.7595
Kota Depok,Cimanggis,-6.468133920456686,106.82860852784424,True,Makanan,2011,5,1,50.01,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,0,13,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,10.001999999999999,73.7595
Kota Depok,Cimanggis,-6.467050026543273,106.83344173627164,True,Jasa,2019,2,1,53.28,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,5,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,26.64,73.7595
Kota Depok,Cimanggis,-6.4616417785863725,106.81799225256437,True,Makanan,2022,2,1,28.41,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,2,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,14.205,73.7595
Kota Depok,Cimanggis,-6.464970728531614,106.82922891181964,True,Makanan,2019,22,1,118.11,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,5,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,5.368636363636363,73.7595
Kota Depok,Cimanggis,-6.467473867521041,106.82223153854918,True,Makanan,2013,1,1,92.99,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,11,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,92.99,73.7595
Kota Depok,Cimanggis,-6.466284217419934,106.82694400128769,True,Fashion,2024,6,1,66.31,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,0,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,11.051666666666668,73.7595
Kota Depok,Cimanggis,-6.462899758087161,106.830264995097,True,Makanan,2017,3,1,46.47,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,0,7,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,15.49,73.7595
Kota Depok,Cimanggis,-6.459876677985759,106.83101548824736,True,Jasa,2012,2,0,176.62,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,83.92,1,12,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.441,0.1675,0.6777,88.31,73.7595
Kota Depok,Cimanggis,-6.459733650437129,106.82856310601416,True,Makanan,2023,39,1,46.97,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,91.52,1,1,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.9410000000000001,0.1675,0.6777,1.2043589743589744,73.7595
Kota Depok,Cimanggis,-6.456147834162684,106.82393259557382,True,Fashion,2022,5,0,68.09,212508,14914.3,10.92,0.68,3.58,88.2,88.6,0,0.19,36.3,0.261,0.074,83.92,1,2,0.6450079999999999,0.0,1.4833333333333334,212508.0,0.441,0.1675,0.6777,13.618,73.7595
Kota Depok,Tapos,-6.366610600422477,106.76827729969288,True,Jasa,2021,3,0,80.38,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,72.37,0,3,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.4025,0.1995,0.6451,26.793333333333333,67.48214999999999
Kota Depok,Tapos,-6.362895005281523,106.77269391623436,True,Fashion,2014,1,0,125.2,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,72.37,0,10,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.4025,0.1995,0.6451,125.2,67.48214999999999
Kota Depok,Tapos,-6.349620114744317,106.76676648211831,True,Jasa,2022,2,1,101.24,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,79.97,1,2,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.9025000000000001,0.1995,0.6451,50.62,67.48214999999999
Kota Depok,Tapos,-6.3534629233826765,106.77570161588162,True,Makanan,2014,1,1,69.73,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,79.97,1,10,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.9025000000000001,0.1995,0.6451,69.73,67.48214999999999
Kota Depok,Tapos,-6.364562141196548,106.76932473832092,True,Fashion,2023,3,0,57.05,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,72.37,1,1,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.4025,0.1995,0.6451,19.016666666666666,67.48214999999999
Kota Depok,Tapos,-6.363377712504834,106.78228243689976,True,Pertanian,2010,5,1,30.0,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,79.97,0,14,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.9025000000000001,0.1995,0.6451,6.0,67.48214999999999
Kota Depok,Tapos,-6.364322468806855,106.76624433092748,True,Jasa,2011,2,1,90.11,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,79.97,1,13,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.9025000000000001,0.1995,0.6451,45.055,67.48214999999999
Kota Depok,Tapos,-6.347860333756152,106.77655789339812,True,Makanan,2016,5,0,94.99,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,72.37,1,8,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.4025,0.1995,0.6451,18.997999999999998,67.48214999999999
Kota Depok,Tapos,-6.355151685386982,106.77423279609935,True,Makanan,2021,5,1,84.56,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,79.97,1,3,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.9025000000000001,0.1995,0.6451,16.912,67.48214999999999
Kota Depok,Tapos,-6.353396936368872,106.77772936666284,True,Makanan,2013,1,0,102.32,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,72.37,1,11,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.4025,0.1995,0.6451,102.32,67.48214999999999
Kota Depok,Tapos,-6.349356416605317,106.78185521429458,True,Pertanian,2022,2,0,56.01,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,72.37,0,2,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.4025,0.1995,0.6451,28.005,67.48214999999999
Kota Depok,Tapos,-6.361818586008604,106.7805749014192,True,Makanan,2017,1,0,21.63,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,72.37,1,7,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.4025,0.1995,0.6451,21.63,67.48214999999999
Kota Depok,Tapos,-6.356240393902096,106.77817749157217,True,Fashion,2012,4,1,104.0,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,79.97,1,12,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.9025000000000001,0.1995,0.6451,26.0,67.48214999999999
Kota Depok,Tapos,-6.346940206589332,106.7818774054922,True,Makanan,2023,2,0,33.69,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,72.37,0,1,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.4025,0.1995,0.6451,16.845,67.48214999999999
Kota Depok,Tapos,-6.352444987310814,106.77316067272552,True,Kerajinan,2017,2,0,54.27,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,72.37,1,7,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.4025,0.1995,0.6451,27.135,67.48214999999999
Kota Depok,Tapos,-6.358568808432293,106.77691997409046,True,Jasa,2017,3,1,247.62,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,79.97,1,7,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.9025000000000001,0.1995,0.6451,82.54,67.48214999999999
Kota Depok,Tapos,-6.35206634108286,106.7794023826016,True,Fashion,2015,2,1,75.94,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,79.97,1,9,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.9025000000000001,0.1995,0.6451,37.97,67.48214999999999
Kota Depok,Tapos,-6.360809641812208,106.76726966824285,True,Fashion,2018,1,0,113.32,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,72.37,0,6,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.4025,0.1995,0.6451,113.32,67.48214999999999
Kota Depok,Tapos,-6.347765290742956,106.7734451228904,True,Makanan,2019,5,0,62.27,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,72.37,0,5,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.4025,0.1995,0.6451,12.454,67.48214999999999
Kota Depok,Tapos,-6.361402594290702,106.78311055192974,True,Fashion,2015,3,1,106.28,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,79.97,1,9,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.9025000000000001,0.1995,0.6451,35.42666666666667,67.48214999999999
Kota Depok,Tapos,-6.363207854087947,106.77251917999492,True,Makanan,2017,1,0,36.86,156474,13360.4,10.01,2.48,0.8,80.5,84.3,5,1.02,33.1,0.235,0.164,72.37,0,7,0.562562,0.37424029220682015,1.4333333333333336,26079.0,0.4025,0.1995,0.6451,36.86,67.48214999999999
Kota Depok,Sawangan,-6.380664445669552,106.75379467613196,True,Makanan,2022,3,1,30.23,229900,17565.2,7.2,2.44,1.75,84.5,85.0,2,1.34,35.8,0.203,0.134,78.36,1,2,0.40800000000000003,0.11386149887277115,1.843333333333333,76633.33333333333,0.9225,0.1685,0.6522,10.076666666666666,70.6775
Kota Depok,Sawangan,-6.381066467455226,106.7542493383266,True,Kerajinan,2021,1,1,33.58,229900,17565.2,7.2,2.44,1.75,84.5,85.0,2,1.34,35.8,0.203,0.134,78.36,1,3,0.40800000000000003,0.11386149887277115,1.843333333333333,76633.33333333333,0.9225,0.1685,0.6522,33.58,70.6775
Kota Depok,Sawangan,-6.372398383246889,106.75711210241748,True,Pertanian,2018,3,1,38.72,229900,17565.2,7.2,2.44,1.75,84.5,85.0,2,1.34,35.8,0.203,0.134,78.36,1,6,0.40800000000000003,0.11386149887277115,1.843333333333333,76633.33333333333,0.9225,0.1685,0.6522,12.906666666666666,70.6775
Kota Depok,Sawangan,-6.386395345562839,106.76220265681656,True,Jasa,2015,1,1,45.21,229900,17565.2,7.2,2.44,1.75,84.5,85.0,2,1.34,35.8,0.203,0.134,78.36,1,9,0.40800000000000003,0.11386149887277115,1.843333333333333,76633.33333333333,0.9225,0.1685,0.6522,45.21,70.6775
Kota Depok,Sawangan,-6.386305371528913,106.74620500241964,True,Fashion,2017,10,1,90.07,229900,17565.2,7.2,2.44,1.75,84.5,85.0,2,1.34,35.8,0.203,0.134,78.36,1,7,0.40800000000000003,0.11386149887277115,1.843333333333333,76633.33333333333,0.9225,0.1685,0.6522,9.007,70.6775
Kota Depok,Sawangan,-6.383197627118229,106.7631233723248,True,Fashion,2024,1,1,81.85,229900,17565.2,7.2,2.44,1.75,84.5,85.0,2,1.34,35.8,0.203,0.134,78.36,0,0,0.40800000000000003,0.11386149887277115,1.843333333333333,76633.33333333333,0.9225,0.1685,0.6522,81.85,70.6775
Kota Depok,Sawangan,-6.378084337938905,106.75653344128128,True,Makanan,2017,5,1,49.52,229900,17565.2,7.2,2.44,1.75,84.5,85.0,2,1.34,35.8,0.203,0.134,78.36,1,7,0.40800000000000003,0.11386149887277115,1.843333333333333,76633.33333333333,0.9225,0.1685,0.6522,9.904,70.6775
Kota Depok,Sawangan,-6.3764836971461145,106.7600713444228,True,Fashion,2023,3,1,42.86,229900,17565.2,7.2,2.44,1.75,84.5,85.0,2,1.34,35.8,0.203,0.134,78.36,0,1,0.40800000000000003,0.11386149887277115,1.843333333333333,76633.33333333333,0.9225,0.1685,0.6522,14.286666666666667,70.6775
