kabupaten_kota,kecamatan,latitude,longitude,is_kota,jenis_usaha,tahun_berdiri,jumlah_karyawan,has_digital_presence,omset_bulanan,populasi,kepadatan_penduduk,income_per_kapita,jarak_ke_jalan_utama,jarak_ke_pasar,akses_internet_pct,skor_infrastruktur,jumlah_kompetitor_radius_3km,jarak_ke_bank_terdekat,penetrasi_kur_pct,risiko_banjir,risiko_gempa,skor_potensi,is_survived_3yr
Kab. Cirebon,Susukan,-6.735465370307168,108.50450505558214,False,Kerajinan,2011,2,0,43.69,79152,1006.5,10.18,1.48,16.61,50.7,53.5,0,21.14,15.5,0.354,0.244,41.38,0
Kab. Cirebon,Susukan,-6.73621465134044,108.4914142243869,False,Makanan,2022,2,1,37.18,79152,1006.5,10.18,1.48,16.61,50.7,53.5,0,21.14,15.5,0.354,0.244,48.98,1
Kab. Cirebon,Susukan,-6.728941114106155,108.48975649079769,False,Fashion,2016,2,0,67.01,79152,1006.5,10.18,1.48,16.61,50.7,53.5,0,21.14,15.5,0.354,0.244,41.38,1
Kab. Cirebon,Susukan,-6.724542148110521,108.4925490259336,False,Makanan,2013,9,0,34.45,79152,1006.5,10.18,1.48,16.61,50.7,53.5,0,21.14,15.5,0.354,0.244,41.38,1
Kab. Cirebon,Susukan,-6.728460543229785,108.50613520373318,False,Makanan,2015,2,1,78.8,79152,1006.5,10.18,1.48,16.61,50.7,53.5,0,21.14,15.5,0.354,0.244,48.98,0
Kab. Cirebon,Susukan,-6.72912964568914,108.50859796921272,False,Pertanian,2016,3,0,37.3,79152,1006.5,10.18,1.48,16.61,50.7,53.5,0,21.14,15.5,0.354,0.244,41.38,1
Kab. Cirebon,Susukan,-6.739033414824873,108.49667744288924,False,Jasa,2023,2,1,112.24,79152,1006.5,10.18,1.48,16.61,50.7,53.5,0,21.14,15.5,0.354,0.244,48.98,1
Kab. Cirebon,Susukan,-6.733499381093636,108.48932968360437,False,Makanan,2015,1,0,59.0,79152,1006.5,10.18,1.48,16.61,50.7,53.5,0,21.14,15.5,0.354,0.244,41.38,0
Kab. Cirebon,Sedong,-6.775955088498889,108.59885994094873,False,Fashion,2014,7,0,27.7,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,28.46,0
Kab. Cirebon,Sedong,-6.767920663026421,108.60279722579766,False,Kerajinan,2015,1,0,20.36,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,28.46,1
Kab. Cirebon,Sedong,-6.761194620872587,108.6095249017306,False,Makanan,2019,2,0,26.1,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,28.46,1
Kab. Cirebon,Sedong,-6.75718874889432,108.59666046567634,False,Fashion,2016,5,0,48.24,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,28.46,1
Kab. Cirebon,Sedong,-6.762465122905579,108.60754906566105,False,Makanan,2016,8,1,42.21,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,36.06,0
Kab. Cirebon,Sedong,-6.764577756510429,108.60595964407817,False,Kerajinan,2020,3,0,45.61,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,28.46,0
Kab. Cirebon,Sedong,-6.762792705741131,108.60403633205327,False,Makanan,2012,2,1,42.15,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,36.06,1
Kab. Cirebon,Sedong,-6.775357056157689,108.59328738082799,False,Makanan,2016,5,0,57.78,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,28.46,1
Kab. Cirebon,Sedong,-6.776297975194373,108.60592997326657,False,Pertanian,2010,3,0,30.4,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,28.46,0
Kab. Cirebon,Sedong,-6.769550209046006,108.60436127733317,False,Kerajinan,2013,5,1,38.06,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,36.06,0
Kab. Cirebon,Sedong,-6.768480889053675,108.59340420873428,False,Fashion,2022,5,1,52.9,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,36.06,1
Kab. Cirebon,Sedong,-6.777086923439179,108.61055307277054,False,Pertanian,2021,3,1,50.07,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,36.06,1
Kab. Cirebon,Sedong,-6.774259459478946,108.60689206298228,False,Kerajinan,2019,1,1,27.01,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,36.06,1
Kab. Cirebon,Sedong,-6.7680655322429395,108.59226443017616,False,Jasa,2020,1,0,93.22,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,28.46,0
Kab. Cirebon,Sedong,-6.757631763667546,108.61050249287963,False,Kerajinan,2014,2,0,51.75,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,28.46,1
Kab. Cirebon,Sedong,-6.76484250744033,108.59589189363821,False,Jasa,2022,6,0,34.3,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301,28.46,1
Kab. Cirebon,Astanajapura,-6.695427520214188,108.49855837284669,False,Makanan,2017,1,1,105.9,75605,1089.3,8.5,3.54,7.45,67.9,67.8,0,11.61,32.5,0.543,0.157,64.0,1
Kab. Cirebon,Astanajapura,-6.685315275110751,108.49911067104794,False,Kerajinan,2024,7,0,28.66,75605,1089.3,8.5,3.54,7.45,67.9,67.8,0,11.61,32.5,0.543,0.157,56.41,0
Kab. Cirebon,Astanajapura,-6.697485073048683,108.48907832496775,False,Makanan,2024,2,1,66.71,75605,1089.3,8.5,3.54,7.45,67.9,67.8,0,11.61,32.5,0.543,0.157,64.0,1
Kab. Cirebon,Astanajapura,-6.691200385451727,108.49869707012898,False,Makanan,2013,4,1,60.27,75605,1089.3,8.5,3.54,7.45,67.9,67.8,0,11.61,32.5,0.543,0.157,64.0,1
Kab. Cirebon,Astanajapura,-6.685677250147309,108.49702483212506,False,Makanan,2019,2,0,39.57,75605,1089.3,8.5,3.54,7.45,67.9,67.8,0,11.61,32.5,0.543,0.157,56.41,1
Kab. Cirebon,Astanajapura,-6.6834236702651095,108.49806143583213,False,Pertanian,2014,3,0,12.67,75605,1089.3,8.5,3.54,7.45,67.9,67.8,0,11.61,32.5,0.543,0.157,56.41,1
Kab. Cirebon,Astanajapura,-6.697948478053206,108.49612133051583,False,Kerajinan,2018,3,1,38.72,75605,1089.3,8.5,3.54,7.45,67.9,67.8,0,11.61,32.5,0.543,0.157,64.0,1
Kab. Cirebon,Astanajapura,-6.687570850036068,108.49801153641539,False,Makanan,2017,3,0,22.0,75605,1089.3,8.5,3.54,7.45,67.9,67.8,0,11.61,32.5,0.543,0.157,56.41,1
Kab. Cirebon,Astanajapura,-6.6870630838112355,108.49043424409668,False,Makanan,2010,1,0,45.08,75605,1089.3,8.5,3.54,7.45,67.9,67.8,0,11.61,32.5,0.543,0.157,56.41,1
Kab. Cirebon,Astanajapura,-6.69835775790466,108.49377294354427,False,Fashion,2024,4,1,94.78,75605,1089.3,8.5,3.54,7.45,67.9,67.8,0,11.61,32.5,0.543,0.157,64.0,0
Kab. Cirebon,Mundu,-6.773293014774747,108.59893791250923,False,Fashion,2013,1,0,87.56,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,0
Kab. Cirebon,Mundu,-6.766661974127481,108.58359768451406,False,Jasa,2021,11,0,38.6,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,0
Kab. Cirebon,Mundu,-6.768279567571738,108.59547582704964,False,Fashion,2018,3,0,79.4,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,0
Kab. Cirebon,Mundu,-6.778394878047849,108.59479915797588,False,Makanan,2013,1,1,44.29,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,49.99,1
Kab. Cirebon,Mundu,-6.775454383513455,108.598421949704,False,Jasa,2010,3,0,70.1,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,0
Kab. Cirebon,Mundu,-6.77473969745098,108.5944423167969,False,Kerajinan,2012,6,0,50.72,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,1
Kab. Cirebon,Mundu,-6.770448734306127,108.5983737323449,False,Makanan,2018,1,0,29.54,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,1
Kab. Cirebon,Mundu,-6.783001504565999,108.60181581940834,False,Fashion,2015,8,0,47.95,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,0
Kab. Cirebon,Mundu,-6.767901761095039,108.58388264318775,False,Fashion,2021,11,1,59.15,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,49.99,1
Kab. Cirebon,Mundu,-6.777692211856362,108.59401929681472,False,Pertanian,2016,2,0,16.65,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,1
Kab. Cirebon,Mundu,-6.773567301930156,108.60206931829632,False,Fashion,2013,2,1,51.64,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,49.99,1
Kab. Cirebon,Mundu,-6.774441330800217,108.58309286733376,False,Jasa,2011,1,0,115.02,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,0
Kab. Cirebon,Mundu,-6.782646657198986,108.59216588111694,False,Pertanian,2018,4,0,28.78,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,1
Kab. Cirebon,Mundu,-6.7685858659151545,108.59126894302076,False,Jasa,2021,2,0,59.05,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,0
Kab. Cirebon,Mundu,-6.776226762888169,108.59051950179204,False,Makanan,2017,1,0,24.93,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,1
Kab. Cirebon,Mundu,-6.774413611838092,108.5900850444943,False,Jasa,2015,4,0,88.76,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,1
Kab. Cirebon,Mundu,-6.770177013200392,108.58576093466635,False,Jasa,2017,2,0,81.21,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,1
Kab. Cirebon,Mundu,-6.783723717947957,108.59982323760494,False,Fashion,2012,1,0,32.25,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,1
Kab. Cirebon,Mundu,-6.777135027838315,108.59461710569596,False,Makanan,2024,3,0,40.01,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,1
Kab. Cirebon,Mundu,-6.776451469280617,108.59785963211685,False,Makanan,2024,1,0,22.5,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,0
Kab. Cirebon,Mundu,-6.772779294089951,108.60060168973654,False,Makanan,2015,4,0,32.4,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,1
Kab. Cirebon,Mundu,-6.774845017744507,108.59412374766906,False,Jasa,2011,1,0,56.79,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,1
Kab. Cirebon,Mundu,-6.768519840155978,108.5979634470621,False,Makanan,2011,4,1,69.7,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,49.99,0
Kab. Cirebon,Mundu,-6.78080846154133,108.5957097429355,False,Fashion,2019,4,0,56.32,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,0
Kab. Cirebon,Mundu,-6.76784937223576,108.59411380929042,False,Makanan,2018,1,0,52.96,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279,42.39,0
Kab. Cirebon,Pangenan,-6.770064522486522,108.60269614812137,False,Makanan,2011,3,0,87.29,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,1
Kab. Cirebon,Pangenan,-6.785155611109682,108.6070288681916,False,Makanan,2012,4,1,51.41,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,52.47,1
Kab. Cirebon,Pangenan,-6.7696490554070055,108.60355321070884,False,Fashion,2023,3,1,41.09,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,52.47,1
Kab. Cirebon,Pangenan,-6.787128503459201,108.62054816311539,False,Pertanian,2018,1,0,31.35,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,1
Kab. Cirebon,Pangenan,-6.787946465179795,108.61381654509671,False,Makanan,2015,2,0,34.78,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,1
Kab. Cirebon,Pangenan,-6.77952645198205,108.6172152138812,False,Makanan,2011,11,1,71.9,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,52.47,1
Kab. Cirebon,Pangenan,-6.772507056189635,108.60251045940173,False,Fashion,2011,6,0,93.29,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,1
Kab. Cirebon,Pangenan,-6.787562127543092,108.6067231601922,False,Jasa,2017,2,1,44.81,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,52.47,0
Kab. Cirebon,Pangenan,-6.769769612264339,108.60451063716985,False,Makanan,2018,3,1,34.36,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,52.47,0
Kab. Cirebon,Pangenan,-6.7814484561057595,108.61500060080174,False,Makanan,2012,2,1,63.08,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,52.47,0
Kab. Cirebon,Pangenan,-6.7730844572360365,108.61603076939933,False,Fashion,2010,9,0,57.57,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,1
Kab. Cirebon,Pangenan,-6.778947296128652,108.60246097850052,False,Pertanian,2020,1,0,36.49,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,0
Kab. Cirebon,Pangenan,-6.770681501863442,108.61167291459633,False,Makanan,2020,1,0,16.59,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,0
Kab. Cirebon,Pangenan,-6.772083330187519,108.60997149151765,False,Kerajinan,2018,1,0,43.97,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,1
Kab. Cirebon,Pangenan,-6.783487044623394,108.61171734558086,False,Fashion,2024,20,0,57.12,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,1
Kab. Cirebon,Pangenan,-6.784281775450795,108.62019132674662,False,Makanan,2015,12,0,49.34,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,1
Kab. Cirebon,Pangenan,-6.774373911444964,108.61913899960815,False,Fashion,2011,9,1,43.91,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,52.47,0
Kab. Cirebon,Pangenan,-6.775792627519108,108.61363962259311,False,Jasa,2012,4,0,32.56,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,1
Kab. Cirebon,Pangenan,-6.768853765588788,108.61076413137201,False,Makanan,2013,4,0,37.52,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,1
Kab. Cirebon,Pangenan,-6.7812161299292555,108.61580829255925,False,Kerajinan,2024,1,0,13.98,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,1
Kab. Cirebon,Pangenan,-6.778451825780198,108.61485482755626,False,Pertanian,2018,4,0,22.57,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16,44.87,1
Kab. Cirebon,Kaliwedi,-6.672028615619843,108.48464553197151,False,Kerajinan,2020,4,1,46.39,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,56.03,1
Kab. Cirebon,Kaliwedi,-6.670394556170387,108.48807991356911,False,Fashion,2010,4,1,120.68,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,56.03,1
Kab. Cirebon,Kaliwedi,-6.681546391102957,108.48675210704907,False,Fashion,2023,1,0,35.47,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,0
Kab. Cirebon,Kaliwedi,-6.679969751647783,108.50274109500435,False,Kerajinan,2014,10,0,100.82,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,0
Kab. Cirebon,Kaliwedi,-6.6801789909853895,108.49911048021296,False,Makanan,2011,2,1,97.11,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,56.03,0
Kab. Cirebon,Kaliwedi,-6.667952030835133,108.49482009334875,False,Pertanian,2012,4,0,36.65,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,1
Kab. Cirebon,Kaliwedi,-6.668186022765679,108.48720713862994,False,Makanan,2023,7,0,19.96,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,1
Kab. Cirebon,Kaliwedi,-6.667456884059438,108.48963053035195,False,Fashion,2012,3,0,60.21,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,0
Kab. Cirebon,Kaliwedi,-6.671214614952259,108.49209121595737,False,Makanan,2015,3,1,53.97,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,56.03,0
Kab. Cirebon,Kaliwedi,-6.674371412292024,108.49656295858618,False,Makanan,2013,7,1,54.39,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,56.03,0
Kab. Cirebon,Kaliwedi,-6.68116207122272,108.49390003882614,False,Fashion,2019,2,0,42.66,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,0
Kab. Cirebon,Kaliwedi,-6.6828385774514665,108.48383021947367,False,Makanan,2018,3,0,33.89,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,0
Kab. Cirebon,Kaliwedi,-6.68503850540476,108.49943528581734,False,Makanan,2015,3,0,46.79,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,0
Kab. Cirebon,Kaliwedi,-6.681897907733424,108.49651836151243,False,Kerajinan,2011,2,1,94.15,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,56.03,1
Kab. Cirebon,Kaliwedi,-6.670854281078817,108.48784641527836,False,Makanan,2024,4,0,18.48,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,0
Kab. Cirebon,Kaliwedi,-6.6854245220909325,108.4857289904852,False,Fashion,2019,2,1,82.11,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,56.03,0
Kab. Cirebon,Kaliwedi,-6.681260833441911,108.49073852086347,False,Makanan,2017,1,0,34.27,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,0
Kab. Cirebon,Kaliwedi,-6.685820667114725,108.49386252054477,False,Makanan,2023,3,0,23.67,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,0
Kab. Cirebon,Kaliwedi,-6.667952106890149,108.49910969592906,False,Kerajinan,2015,2,0,30.0,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,0
Kab. Cirebon,Kaliwedi,-6.681059695046756,108.50025263942564,False,Makanan,2016,3,0,70.34,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,1
Kab. Cirebon,Kaliwedi,-6.67380291759949,108.4868104516946,False,Jasa,2022,3,0,87.76,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,48.44,1
Kab. Cirebon,Kaliwedi,-6.6852151501507455,108.49934493190915,False,Makanan,2023,4,1,47.69,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26,56.03,1
Kab. Cirebon,Gebang,-6.773299770399828,108.64122734740359,False,Jasa,2010,17,0,24.03,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213,33.09,0
Kab. Cirebon,Gebang,-6.782814237911692,108.64373693561296,False,Fashion,2011,5,0,85.9,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213,33.09,1
Kab. Cirebon,Gebang,-6.782627682940567,108.64735445079204,False,Jasa,2021,6,0,56.09,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213,33.09,1
Kab. Cirebon,Gebang,-6.772023200894336,108.62888677702237,False,Jasa,2015,3,0,74.08,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213,33.09,0
Kab. Cirebon,Gebang,-6.76977072897702,108.63832506546935,False,Jasa,2012,1,0,125.42,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213,33.09,0
Kab. Cirebon,Gebang,-6.784398850004368,108.64077201256015,False,Kerajinan,2018,6,0,35.39,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213,33.09,0
Kab. Cirebon,Gebang,-6.774312034963282,108.63741976982956,False,Makanan,2022,4,1,32.04,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213,40.69,1
Kab. Cirebon,Gebang,-6.779764312664271,108.64584102201782,False,Makanan,2023,5,0,24.1,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213,33.09,1
Kab. Cirebon,Gebang,-6.777771379277294,108.63648898755733,False,Fashion,2013,8,1,19.52,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213,40.69,0
Kab. Cirebon,Gebang,-6.773348502538311,108.63665754694408,False,Makanan,2018,2,0,24.91,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213,33.09,0
Kab. Cirebon,Gebang,-6.772702650564933,108.63609817478549,False,Makanan,2017,1,1,51.07,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213,40.69,1
Kab. Cirebon,Gebang,-6.775637349077525,108.63606449424303,False,Pertanian,2017,3,1,30.76,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213,40.69,1
Kab. Cirebon,Gebang,-6.77058164815812,108.63940063175615,False,Fashion,2016,1,0,77.04,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213,33.09,1
Kab. Cirebon,Losari,-6.737689614771962,108.5476920214978,False,Fashion,2016,3,1,113.34,27487,386.1,2.33,6.71,10.16,51.9,49.6,3,5.87,23.1,0.385,0.256,29.93,1
Kab. Cirebon,Losari,-6.724762671270262,108.54099910295366,False,Jasa,2015,2,0,65.53,27487,386.1,2.33,6.71,10.16,51.9,49.6,3,5.87,23.1,0.385,0.256,22.34,0
Kab. Cirebon,Losari,-6.723198373232491,108.53040821826085,False,Fashion,2016,12,0,88.63,27487,386.1,2.33,6.71,10.16,51.9,49.6,3,5.87,23.1,0.385,0.256,22.34,1
Kab. Cirebon,Losari,-6.724565255965646,108.53977090626722,False,Makanan,2016,6,1,31.78,27487,386.1,2.33,6.71,10.16,51.9,49.6,3,5.87,23.1,0.385,0.256,29.93,1
Kab. Cirebon,Babakan,-6.655774163114098,108.62432853645235,False,Makanan,2010,1,0,41.39,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,37.53,1
Kab. Cirebon,Babakan,-6.650049540010533,108.63107540899742,False,Makanan,2018,6,1,57.24,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,45.13,1
Kab. Cirebon,Babakan,-6.660843861590469,108.63994610913052,False,Kerajinan,2021,7,1,16.87,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,45.13,0
Kab. Cirebon,Babakan,-6.6633247778550615,108.62408548097198,False,Jasa,2022,4,1,89.1,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,45.13,0
Kab. Cirebon,Babakan,-6.656173495312512,108.63235573668511,False,Pertanian,2011,4,0,44.93,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,37.53,1
Kab. Cirebon,Babakan,-6.668595953005626,108.62901354721788,False,Fashion,2015,2,0,37.41,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,37.53,1
Kab. Cirebon,Babakan,-6.66491783028048,108.64130594058683,False,Fashion,2017,1,1,101.63,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,45.13,1
Kab. Cirebon,Babakan,-6.659288243393178,108.62474101857205,False,Kerajinan,2022,2,0,39.93,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,37.53,1
Kab. Cirebon,Babakan,-6.660899496350078,108.6226057746981,False,Kerajinan,2012,7,1,22.55,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,45.13,1
Kab. Cirebon,Babakan,-6.6616501246033195,108.63094055125693,False,Jasa,2024,6,1,46.95,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,45.13,1
Kab. Cirebon,Babakan,-6.656053487501284,108.63617541057079,False,Jasa,2024,13,1,42.18,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,45.13,1
Kab. Cirebon,Babakan,-6.662127573262864,108.64114515056755,False,Jasa,2015,1,0,113.26,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,37.53,0
Kab. Cirebon,Babakan,-6.665636957903376,108.64067445255954,False,Pertanian,2012,1,1,31.73,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,45.13,0
Kab. Cirebon,Babakan,-6.6638824471638385,108.63072686034984,False,Kerajinan,2021,5,0,20.61,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182,37.53,1
