kabupaten_kota,kecamatan,latitude,longitude,is_kota,populasi,kepadatan_penduduk,income_per_kapita,jarak_ke_jalan_utama,jarak_ke_pasar,akses_internet_pct,skor_infrastruktur,jumlah_kompetitor_radius_3km,jarak_ke_bank_terdekat,penetrasi_kur_pct,risiko_banjir,risiko_gempa
Kab. Ciamis,Sindangkasih,-7.37774,108.296185,False,46009,616.0,4.3,1.4,13.39,66.9,65.0,0,25.0,34.5,0.091,0.48
Kab. Ciamis,Cihaurbeuti,-7.383717,108.400332,False,22583,1288.2,4.68,4.17,3.01,38.1,58.4,0,4.08,23.6,0.13,0.535
Kab. Ciamis,Panumbangan,-7.303568,108.35369,False,62489,1873.1,4.2,6.0,4.02,30.0,49.1,9,1.05,32.2,0.116,0.427
Kab. Ciamis,Sukamantri,-7.352587,108.410352,False,31446,596.6,13.18,7.86,0.28,55.6,60.8,5,0.21,16.2,0.158,0.464
Kab. Ciamis,Lumbung,-7.347209,108.400656,False,41093,1082.9,7.68,4.23,3.47,62.9,68.8,0,15.56,8.7,0.08,0.524
Kab. Ciamis,Banjarsari,-7.339738,108.330311,False,180641,3930.2,4.98,3.96,0.69,57.5,70.5,0,0.54,24.6,0.084,0.575
Kab. Ciamis,Padaherang,-7.335971,108.31822,False,84493,3118.0,3.06,15.0,6.21,38.5,34.6,0,1.67,23.2,0.106,0.535
Kab. Kuningan,Kuningan,-6.930382,108.480435,False,49656,2530.2,5.91,4.54,4.95,52.1,61.3,2,2.82,25.0,0.207,0.191
Kab. Kuningan,Cigugur,-7.012846,108.543932,False,56066,1347.4,6.08,0.57,1.05,40.0,70.3,1,0.71,24.0,0.073,0.564
Kab. Kuningan,Kadugede,-6.988577,108.486968,False,56230,935.8,8.38,1.32,5.54,58.6,71.3,6,4.49,34.6,0.187,0.232
Kab. Kuningan,Luragung,-6.904964,108.499878,False,41653,579.1,6.69,9.03,0.51,45.1,53.0,4,3.95,26.7,0.107,0.25
Kab. Kuningan,Lebakwangi,-7.031296,108.550373,False,47663,2732.6,2.7,0.24,0.46,51.6,77.1,5,25.0,13.4,0.133,0.468
Kab. Kuningan,Garawangi,-6.949567,108.453585,False,86274,4650.6,2.0,12.93,1.16,44.0,43.4,3,1.99,9.3,0.241,0.185
Kab. Kuningan,Ciawigebang,-7.027716,108.527044,False,51550,1483.2,3.99,10.86,2.3,51.0,49.0,0,4.89,36.0,0.088,0.543
Kab. Kuningan,Cilimus,-6.950788,108.485354,False,123326,1758.1,6.67,3.85,0.37,63.4,73.8,0,2.95,19.5,0.289,0.177
Kab. Kuningan,Jalaksana,-6.906977,108.526176,False,33917,553.1,3.15,5.69,3.5,37.1,53.7,5,7.51,29.9,0.2,0.193
Kab. Kuningan,Kramatmulya,-7.025732,108.449876,False,56985,774.0,3.64,2.31,0.89,47.4,69.7,0,3.14,16.0,0.059,0.398
Kab. Kuningan,Darma,-7.010242,108.519031,False,179605,3098.5,2.87,8.89,20.0,51.4,31.8,3,10.15,26.6,0.072,0.513
Kab. Kuningan,Mandirancan,-7.044635,108.491182,False,164831,6370.1,5.35,15.0,18.71,56.8,27.2,0,5.15,13.0,0.13,0.343
Kab. Kuningan,Pancalang,-6.928007,108.540283,False,104124,5863.7,5.91,2.07,7.91,59.6,67.0,0,4.0,5.0,0.102,0.312
Kab. Kuningan,Pasawahan,-6.995267,108.531401,False,23226,378.1,6.66,4.24,5.9,40.0,55.4,0,1.06,27.6,0.135,0.271
Kab. Kuningan,Cipicung,-7.032299,108.535432,False,74876,1557.4,3.84,2.37,20.0,60.5,51.6,2,9.62,13.2,0.101,0.476
Kab. Kuningan,Nusaherang,-7.029602,108.463566,False,120195,2670.3,7.46,0.39,5.82,49.4,69.0,0,3.28,10.9,0.097,0.326
Kab. Kuningan,Selajambe,-6.922433,108.423987,False,150373,2117.6,8.55,4.69,2.2,61.1,68.5,0,1.98,21.4,0.145,0.188
Kab. Kuningan,Subang,-7.01332,108.51556,False,43829,1170.4,6.04,2.93,17.11,52.2,50.1,0,0.23,19.0,0.114,0.497
Kab. Kuningan,Ciwaru,-6.934794,108.502584,False,116911,2268.6,7.21,0.72,0.2,69.9,84.5,6,2.53,21.9,0.153,0.152
Kab. Kuningan,Karangkancana,-6.938968,108.486836,False,18846,736.3,5.78,15.0,3.6,49.4,42.7,0,2.73,25.1,0.204,0.271
Kab. Kuningan,Cibingbin,-7.009712,108.455311,False,48386,2908.3,10.11,7.06,20.0,54.7,37.7,8,0.68,15.9,0.194,0.477
Kab. Kuningan,Cimahi,-7.020944,108.545352,False,73088,2414.3,6.91,5.19,1.05,65.6,70.7,8,1.24,12.8,0.121,0.472
Kab. Kuningan,Cidahu,-6.956657,108.464136,False,80649,1035.9,9.39,3.27,17.14,55.8,50.8,0,10.96,30.4,0.286,0.316
Kab. Kuningan,Kalimanggis,-6.976079,108.551565,False,164752,2318.1,4.62,7.65,20.0,36.1,27.9,0,8.54,24.7,0.165,0.197
Kab. Kuningan,Ciniru,-7.025464,108.493797,False,67365,1652.1,8.24,2.64,2.06,47.9,67.6,0,1.26,10.8,0.089,0.451
Kab. Kuningan,Hantara,-6.969058,108.497833,False,29213,407.8,3.11,15.0,13.2,35.2,24.3,0,7.91,8.0,0.249,0.251
Kab. Kuningan,Japara,-7.047102,108.53954,False,48023,863.5,7.47,1.29,11.52,60.2,64.6,0,8.32,18.6,0.06,0.517
Kab. Kuningan,Maleber,-6.900861,108.490421,False,71007,2107.3,4.12,4.17,2.14,46.9,63.4,7,18.92,11.6,0.261,0.208
Kab. Kuningan,Cilebak,-6.938536,108.5476,False,129648,3531.4,2.68,2.73,5.62,47.9,63.0,1,2.93,16.9,0.233,0.235
Kab. Kuningan,Cibeureum,-6.936842,108.424406,False,48144,730.1,5.26,1.0,20.0,49.4,49.8,2,5.77,26.9,0.278,0.319
Kab. Kuningan,Sindangagung,-6.957794,108.497074,False,180287,4924.6,3.75,1.58,13.09,44.3,54.8,0,4.55,18.5,0.205,0.288
Kab. Kuningan,Caracas,-6.982139,108.517831,False,76670,1351.9,4.29,4.05,7.82,54.2,59.9,0,4.89,26.9,0.277,0.249
Kab. Majalengka,Majalengka,-6.770501,108.298091,False,46972,1113.3,8.46,11.1,0.6,59.7,54.5,4,7.56,27.0,0.163,0.301
Kab. Majalengka,Kadipaten,-6.847866,108.168118,False,82769,2511.2,5.69,3.86,15.88,71.6,58.1,2,6.66,37.2,0.144,0.228
Kab. Majalengka,Jatitujuh,-6.762425,108.284224,False,39175,501.7,6.59,0.79,19.55,55.3,53.5,0,0.3,25.0,0.273,0.295
Kab. Majalengka,Kertajati,-6.900054,108.297335,False,189753,3121.1,4.54,8.38,20.0,45.4,30.3,3,17.45,5.0,0.181,0.193
Kab. Majalengka,Jatiwangi,-6.780817,108.233014,False,44539,1384.2,3.28,15.0,2.31,69.6,53.4,8,5.35,30.9,0.171,0.207
Kab. Majalengka,Dawuan,-6.825396,108.21384,False,27824,826.0,5.67,2.37,9.16,60.2,64.9,0,9.15,8.9,0.135,0.299
Kab. Majalengka,Kasokandel,-6.911238,108.203632,False,100232,5010.7,8.01,6.91,0.44,56.6,63.3,1,1.07,24.9,0.15,0.241
Kab. Majalengka,Panyingkiran,-6.791543,108.150741,False,71696,3416.7,6.18,2.98,2.61,64.5,73.6,2,4.99,5.0,0.177,0.346
Kab. Majalengka,Cigasong,-6.86664,108.213707,False,228380,7052.9,11.07,15.0,3.22,67.6,51.4,14,8.36,28.7,0.178,0.166
Kab. Majalengka,Sukahaji,-6.834017,108.297177,False,150240,2749.1,8.46,10.0,4.54,51.3,48.4,0,4.79,22.8,0.118,0.268
Kab. Majalengka,Rajagaluh,-6.864585,108.205513,False,122825,1722.8,3.33,15.0,1.82,58.7,49.1,3,13.26,31.5,0.22,0.234
Kab. Majalengka,Sindangwangi,-6.802,108.222355,False,93877,1764.8,8.33,1.85,8.62,77.5,74.7,0,0.76,19.2,0.186,0.161
Kab. Majalengka,Leuwimunding,-6.884063,108.22239,False,57625,3601.4,13.65,2.99,8.95,49.6,59.0,3,6.0,22.5,0.203,0.251
Kab. Majalengka,Palasah,-6.897463,108.178222,False,75879,982.3,3.49,1.37,0.41,58.4,77.5,0,14.61,26.5,0.13,0.171
Kab. Majalengka,Bantarujeg,-6.840261,108.217028,False,68076,1159.5,7.48,1.02,3.16,42.8,67.9,0,8.66,32.0,0.125,0.17
Kab. Majalengka,Lemahsugih,-6.773625,108.207983,False,64354,1011.2,7.11,2.37,0.36,73.1,81.8,3,5.05,32.0,0.222,0.189
Kab. Majalengka,Cikijing,-6.827106,108.251162,False,40236,930.6,6.2,0.78,5.62,66.3,75.9,15,19.33,23.2,0.15,0.185
Kab. Majalengka,Talaga,-6.917905,108.256166,False,98603,1797.2,6.74,5.51,3.56,56.3,62.6,4,3.79,36.9,0.292,0.321
Kab. Majalengka,Argapura,-6.891514,108.303771,False,153214,7316.7,4.6,3.64,0.2,74.3,79.4,0,19.38,18.2,0.146,0.216
Kab. Majalengka,Maja,-6.896214,108.21634,False,98244,6181.5,7.48,6.92,8.23,54.5,52.6,0,15.09,24.6,0.142,0.248
Kab. Majalengka,Banjaran,-6.906344,108.3095,False,53113,1708.3,4.27,15.0,4.1,52.9,43.7,0,14.09,16.7,0.104,0.284
Kab. Majalengka,Cingambul,-6.839649,108.245262,False,208567,3831.3,5.07,4.25,18.96,58.5,47.4,0,2.9,27.5,0.205,0.33
Kab. Majalengka,Sindang,-6.909268,108.269994,False,122256,1784.9,8.23,8.19,13.29,74.6,52.3,0,0.42,24.9,0.133,0.311
Kab. Majalengka,Malausma,-6.886415,108.293689,False,45836,832.0,8.06,2.87,3.95,68.0,73.8,3,3.03,45.0,0.258,0.175
Kab. Majalengka,Ligung,-6.887178,108.18051,False,107985,5552.0,13.91,5.99,0.57,61.6,67.7,0,9.15,31.9,0.18,0.184
Kab. Majalengka,Sumberjaya,-6.914152,108.225531,False,93036,1861.0,8.52,11.14,4.75,58.3,48.5,5,3.47,38.0,0.151,0.203
Kab. Sumedang,Sumedang Utara,-6.849625,107.850513,False,132421,2270.6,5.46,3.11,15.68,50.3,50.5,3,6.47,40.6,0.211,0.232
Kab. Sumedang,Sumedang Selatan,-6.815916,107.912526,False,362139,11627.6,5.26,1.13,11.25,57.8,64.2,0,7.07,27.7,0.29,0.175
Kab. Sumedang,Jatinangor,-6.856098,107.910522,False,36789,643.1,3.07,15.0,4.74,62.6,47.2,0,0.9,28.4,0.295,0.196
Kab. Sumedang,Cimanggung,-6.875878,107.929542,False,79784,4857.7,3.66,1.62,3.88,61.5,73.9,9,1.67,39.4,0.255,0.218
Kab. Sumedang,Tanjungsari,-6.915162,107.869109,False,54512,1161.8,6.15,1.22,1.02,63.0,79.1,4,9.76,28.2,0.129,0.322
Kab. Sumedang,Rancakalong,-6.802114,107.991378,False,123263,2961.0,6.38,1.67,9.31,52.5,63.0,0,10.23,23.0,0.162,0.282
Kab. Sumedang,Surian,-6.880271,107.883319,False,62475,2456.7,5.61,0.94,2.71,60.0,76.4,0,3.62,17.6,0.213,0.244
Kab. Sumedang,Pamulihan,-6.83696,107.905397,False,104174,1440.7,3.78,15.0,3.3,53.6,45.0,0,1.84,23.2,0.199,0.296
Kab. Sumedang,Conggeang,-6.935938,107.864984,False,66771,1975.7,8.18,0.97,14.13,65.8,64.6,0,25.0,25.7,0.118,0.284
Kab. Sumedang,Paseh,-6.825444,107.945428,False,87876,1764.2,3.17,3.52,9.13,59.0,61.7,0,1.47,33.2,0.279,0.162
Kab. Sumedang,Cimalaka,-6.935665,107.875516,False,158282,2387.2,5.18,1.86,1.48,53.3,72.7,10,9.67,24.7,0.128,0.293
Kab. Sumedang,Cisarua,-6.903028,107.947503,False,41597,869.0,3.57,0.23,0.2,52.9,78.0,1,23.48,40.4,0.187,0.231
Kab. Sumedang,Tomo,-6.936846,107.856657,False,201869,4231.7,3.16,2.96,5.7,67.9,71.3,3,4.09,23.9,0.127,0.251
Kab. Sumedang,Ujungjaya,-6.812013,107.868567,False,101534,1461.7,8.35,3.29,0.21,58.4,73.1,0,8.3,13.4,0.125,0.245
Kab. Sumedang,Jatigede,-6.835561,107.878109,False,81622,1492.6,13.72,2.74,4.82,66.0,72.1,0,4.78,28.9,0.253,0.202
Kab. Sumedang,Wado,-6.924089,107.878908,False,43107,717.2,7.29,3.85,3.79,63.6,69.6,0,6.33,26.9,0.196,0.348
Kab. Sumedang,Darmaraja,-6.824437,107.976911,False,85742,3364.0,12.08,15.0,20.0,43.2,20.0,0,8.99,28.5,0.237,0.318
Kab. Sumedang,Cibugel,-6.807165,107.903549,False,63883,1679.9,6.82,4.31,4.72,55.8,63.8,11,1.03,22.4,0.183,0.304
Kab. Sumedang,Cisitu,-6.833106,107.872797,False,81274,1491.2,3.14,2.0,2.55,45.4,67.4,0,19.19,35.1,0.108,0.175
Kab. Sumedang,Situraja,-6.893096,107.983414,False,73901,2445.2,4.77,3.01,20.0,56.8,48.3,0,20.73,22.2,0.141,0.23
Kab. Sumedang,Ganeas,-6.93792,107.853681,False,85421,1668.5,7.16,0.5,1.27,50.6,75.0,0,6.47,20.2,0.269,0.219
Kab. Sumedang,Tanjungkerta,-6.906738,107.844245,False,193170,3205.2,2.5,3.2,5.12,51.3,64.0,7,1.25,30.7,0.231,0.292
Kab. Sumedang,Tanjungmedar,-6.91097,107.933287,False,96870,2318.7,4.12,0.46,2.38,52.9,74.7,0,8.92,21.4,0.217,0.221
Kab. Sumedang,Buahdua,-6.872572,107.982827,False,143995,6399.6,15.0,15.0,18.12,70.4,34.1,0,16.67,37.6,0.215,0.218
Kab. Sumedang,Sukasari,-6.809209,107.894691,False,76177,3136.8,4.91,12.57,0.2,45.7,45.3,7,3.68,37.9,0.117,0.349
Kab. Sumedang,Jatinunggal,-6.898492,107.900751,False,72628,991.9,4.13,8.48,19.61,62.1,38.1,3,0.1,30.4,0.125,0.164
Kab. Indramayu,Indramayu,-6.315553,108.28289,False,15848,979.7,6.62,0.1,2.26,59.9,78.9,2,9.34,15.6,0.864,0.095
Kab. Indramayu,Jatibarang,-6.310136,108.305506,False,97702,1899.2,5.24,2.95,7.57,65.7,68.0,4,3.73,31.3,0.795,0.099
Kab. Indramayu,Lohbener,-6.321672,108.30978,False,48704,3112.4,9.48,3.96,3.51,46.5,62.0,12,0.56,41.7,0.717,0.089
Kab. Indramayu,Losarang,-6.362885,108.391753,False,206091,3013.5,7.35,0.93,20.0,62.1,55.7,11,1.51,33.4,0.703,0.112
Kab. Indramayu,Kandanghaur,-6.287823,108.262418,False,29314,441.1,6.71,4.48,1.63,73.1,75.1,0,15.26,35.6,0.816,0.127
Kab. Indramayu,Sukra,-6.271045,108.317989,False,107018,1478.8,5.71,4.3,8.43,60.8,61.5,8,0.97,35.4,0.883,0.056
Kab. Indramayu,Patrol,-6.266872,108.367977,False,78887,1173.4,4.88,5.15,3.28,58.9,65.0,2,1.49,20.3,0.751,0.138
Kab. Indramayu,Anjatan,-6.341966,108.243595,False,88901,1770.4,10.72,7.04,1.16,52.0,60.1,3,5.76,28.6,0.876,0.057
Kab. Indramayu,Haurgeulis,-6.367012,108.326661,False,120831,6097.4,6.0,2.63,9.23,55.9,62.3,0,7.19,35.4,0.772,0.178
Kab. Indramayu,Kroya,-6.308643,108.281262,False,71205,892.1,10.76,3.71,11.45,42.9,51.1,0,1.64,18.0,0.673,0.181
Kab. Indramayu,Gabuswetan,-6.387703,108.373589,False,47901,1267.8,5.04,8.81,1.87,67.2,61.7,0,1.77,37.2,0.606,0.16
Kab. Indramayu,Cikedung,-6.252496,108.32411,False,75883,1679.7,4.9,1.42,5.09,58.9,71.7,4,2.97,18.4,0.88,0.149
Kab. Indramayu,Terisi,-6.382531,108.283569,False,211659,13617.1,10.27,2.97,20.0,79.7,58.7,9,4.2,25.8,0.732,0.057
Kab. Indramayu,Widasari,-6.407057,108.386288,False,70382,4586.5,13.93,4.96,15.06,57.3,50.0,0,3.2,30.6,0.876,0.121
Kab. Indramayu,Kertasemaya,-6.39116,108.332243,False,118529,6135.0,13.09,9.95,5.59,54.5,48.7,1,5.73,28.9,0.609,0.153
Kab. Indramayu,Bongas,-6.366151,108.328668,False,229707,3596.9,8.34,6.3,3.01,62.0,64.0,6,1.19,31.0,0.745,0.069
Kab. Indramayu,Karangampel,-6.305773,108.372759,False,50748,865.6,7.31,2.47,12.9,56.1,58.2,0,7.23,43.9,0.664,0.06
Kab. Indramayu,Kedokanbunder,-6.376973,108.241759,False,60828,2198.1,8.35,1.46,20.0,66.9,56.6,4,16.12,35.8,0.772,0.143
Kab. Indramayu,Juntinyuat,-6.388098,108.384003,False,129283,2010.1,8.0,15.0,3.64,62.0,48.3,2,9.25,29.6,0.752,0.173
Kab. Indramayu,Sliyeg,-6.270178,108.335586,False,148648,2824.8,7.6,2.03,5.08,51.5,67.0,2,4.94,17.9,0.858,0.142
Kab. Indramayu,Sindang,-6.313917,108.346406,False,89100,1447.2,4.17,6.92,0.36,68.4,68.7,0,25.0,36.3,0.604,0.154
Kab. Indramayu,Bangodua,-6.381941,108.386306,False,55836,1818.9,4.07,0.29,3.64,45.4,70.2,0,8.97,27.3,0.725,0.135
Kab. Indramayu,Tukdana,-6.342997,108.301302,False,132767,2768.4,5.62,3.95,2.93,46.9,63.0,0,8.09,20.8,0.795,0.103
Kab. Indramayu,Cantigi,-6.326973,108.247515,False,90086,2258.8,4.9,1.26,2.82,54.6,73.0,4,0.48,22.4,0.875,0.07
Kab. Indramayu,Arahan,-6.383395,108.358085,False,197547,6045.6,9.12,2.87,5.46,66.3,71.1,1,2.76,27.4,0.801,0.051
Kab. Indramayu,Lelea,-6.396752,108.336504,False,102327,1815.5,6.76,15.0,1.83,71.0,54.7,0,4.12,24.7,0.877,0.067
Kab. Indramayu,Gantar,-6.370744,108.302287,False,50988,847.7,4.85,5.31,0.68,64.8,70.5,0,9.37,24.7,0.628,0.1
Kab. Indramayu,Krangkeng,-6.363809,108.296908,False,31950,550.6,7.67,6.61,0.5,67.7,69.0,0,5.98,18.6,0.712,0.082
Kab. Indramayu,Balongan,-6.294953,108.287539,False,155368,5711.7,9.71,1.16,11.74,68.2,68.2,6,6.13,23.1,0.776,0.116
Kab. Indramayu,Pasekan,-6.319375,108.316168,False,42860,994.4,10.23,0.19,14.53,42.0,55.3,0,0.64,26.5,0.61,0.098
Kab. Indramayu,Karanganyar,-6.303813,108.389893,False,60650,1184.0,6.9,0.88,20.0,51.5,51.0,0,12.21,27.2,0.843,0.153
Kab. Subang,Subang,-6.532788,107.71439,False,35397,482.5,9.05,0.46,1.76,62.9,80.0,3,10.97,20.2,0.345,0.29
Kab. Subang,Kalijati,-6.645011,107.721962,False,156012,1956.3,6.52,3.76,0.84,52.1,68.4,0,6.86,44.9,0.262,0.17
Kab. Subang,Cibogo,-6.554788,107.688228,False,76778,1462.8,9.3,1.67,1.73,60.1,75.9,0,0.27,39.4,0.254,0.316
Kab. Subang,Cipunagara,-6.570581,107.775495,False,150804,2236.4,4.14,7.42,1.93,42.7,54.0,8,5.99,26.2,0.396,0.249
Kab. Subang,Purwadadi,-6.596521,107.803346,False,97227,4145.2,5.94,2.2,3.12,58.9,72.3,1,2.98,36.5,0.202,0.178
Kab. Subang,Pagaden,-6.632944,107.692022,False,152947,2952.6,4.45,0.43,3.03,58.9,76.7,2,10.32,12.7,0.264,0.266
Kab. Subang,Pagaden Barat,-6.53349,107.759279,False,40308,2529.6,8.13,1.77,5.2,60.8,71.6,0,16.48,36.5,0.215,0.339
Kab. Subang,Binong,-6.539856,107.749572,False,221169,12615.9,9.08,9.27,2.88,65.8,58.7,2,5.74,25.2,0.273,0.333
Kab. Subang,Ciasem,-6.610576,107.811056,False,194404,3496.5,15.0,5.65,2.37,64.9,67.7,4,14.56,42.7,0.356,0.301
Kab. Subang,Pamanukan,-6.522093,107.791151,False,275444,3469.3,14.68,0.1,3.3,61.3,78.2,0,5.8,45.0,0.321,0.275
Kab. Subang,Pusakanagara,-6.606457,107.774437,False,286059,7098.3,5.78,1.99,7.67,56.5,66.1,3,9.66,45.0,0.328,0.276
Kab. Subang,Pusakajaya,-6.592244,107.694653,False,122239,1621.3,6.41,9.74,2.62,64.0,57.2,0,5.43,27.1,0.311,0.347
Kab. Subang,Legonkulon,-6.50323,107.701891,False,34692,435.2,6.58,3.34,9.5,62.6,63.3,0,0.78,33.7,0.346,0.305
Kab. Subang,Blanakan,-6.497962,107.751361,False,211826,3445.4,9.38,4.36,14.89,56.3,51.3,6,2.41,36.7,0.574,0.082
Kab. Subang,Sukasari,-6.620379,107.766704,False,89105,1513.8,5.16,0.89,9.49,47.2,62.2,2,2.7,27.0,0.217,0.247
Kab. Subang,Compreng,-6.510329,107.797156,False,134052,5180.1,6.45,3.29,2.7,65.6,73.2,8,6.45,33.5,0.303,0.316
Kab. Subang,Patokbeusi,-6.52095,107.785405,False,174191,3047.4,10.04,4.68,15.39,74.8,58.2,0,20.89,23.2,0.289,0.264
Kab. Subang,Ciater,-6.539236,107.815871,False,104044,1928.4,4.05,4.21,0.39,64.5,73.4,1,9.52,40.3,0.305,0.158
Kab. Subang,Sagalaherang,-6.610053,107.758308,False,61890,1059.7,12.27,1.57,5.18,47.6,66.2,0,3.53,27.9,0.323,0.316
Kab. Subang,Cisalak,-6.614606,107.838027,False,139915,2313.5,12.29,3.41,2.47,59.1,70.4,0,2.98,39.3,0.232,0.269
Kab. Subang,Jalancagak,-6.498951,107.686308,False,56789,1381.0,15.0,1.45,3.94,66.9,76.7,5,0.34,30.7,0.519,0.075
Kab. Subang,Serangpanjang,-6.537108,107.82804,False,28814,384.8,7.29,0.67,11.5,60.5,66.2,11,12.1,19.3,0.225,0.346
Kab. Subang,Tanjungsiang,-6.621108,107.770871,False,32527,1769.8,10.43,8.69,9.98,62.8,49.9,0,5.7,20.3,0.279,0.195
Kab. Subang,Dawuan,-6.503522,107.685431,False,45626,838.0,5.34,11.05,6.84,46.6,40.9,2,5.17,17.5,0.234,0.284
Kab. Subang,Cipeundeuy,-6.538413,107.727576,False,126950,4418.7,10.06,4.98,3.82,60.0,65.3,1,0.5,29.6,0.322,0.279
Kab. Subang,Kasomalang,-6.502097,107.835369,False,93462,1485.1,7.91,4.91,0.53,64.2,71.5,0,25.0,35.9,0.218,0.329
Kab. Subang,Cijambe,-6.498917,107.755874,False,97518,2156.3,6.3,3.28,2.57,47.7,65.4,0,6.55,30.9,0.478,0.097
Kab. Subang,Tambakdahan,-6.512073,107.815128,False,91996,4752.8,5.96,5.7,9.99,64.8,58.0,0,1.02,32.1,0.292,0.228
Kab. Subang,Cikaum,-6.598944,107.812626,False,132717,1747.0,8.51,0.83,0.67,46.5,73.1,0,0.65,35.8,0.373,0.336
Kab. Subang,Pabuaran,-6.644079,107.775403,False,50729,1767.5,5.36,0.68,8.21,70.2,74.7,9,6.72,21.5,0.261,0.323
Kab. Purwakarta,Purwakarta,-6.593199,107.369291,False,38323,1777.2,6.87,9.38,10.64,60.1,46.2,0,4.83,35.9,0.256,0.336
Kab. Purwakarta,Babakancikao,-6.617687,107.461406,False,38012,568.3,6.14,0.56,0.31,66.3,83.1,0,1.54,32.3,0.149,0.265
Kab. Purwakarta,Campaka,-6.57562,107.465963,False,61177,2611.2,5.72,1.33,0.85,61.3,78.3,5,6.8,32.6,0.155,0.315
Kab. Purwakarta,Cibatu,-6.619543,107.400446,False,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263
Kab. Purwakarta,Darangdan,-6.543681,107.476516,False,85524,2294.6,8.55,8.4,7.53,67.8,55.9,0,8.65,28.4,0.168,0.215
Kab. Purwakarta,Jatiluhur,-6.579,107.450143,False,44134,4521.6,8.58,1.16,4.86,69.5,77.4,1,4.51,20.4,0.229,0.32
Kab. Purwakarta,Maniis,-6.488244,107.448538,False,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178
Kab. Purwakarta,Pasawahan,-6.592726,107.353904,False,44435,951.3,10.03,12.73,0.2,56.7,50.2,2,7.23,38.0,0.153,0.254
Kab. Purwakarta,Plered,-6.490784,107.353403,False,32907,480.7,6.15,5.81,8.19,67.5,61.2,1,1.17,25.0,0.29,0.052
Kab. Purwakarta,Pondoksalam,-6.490048,107.43463,False,49576,798.0,2.82,5.12,0.88,71.8,73.9,0,3.8,32.9,0.311,0.149
Kab. Purwakarta,Sukatani,-6.479749,107.477805,False,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16
Kab. Purwakarta,Tegalwaru,-6.470331,107.406114,False,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06
Kab. Purwakarta,Wanayasa,-6.50725,107.414309,False,69230,7802.6,7.52,6.26,5.71,68.7,63.8,0,10.82,36.8,0.123,0.269
Kab. Purwakarta,Bojong,-6.55322,107.450401,False,18066,1383.5,4.88,2.12,3.18,71.7,78.2,0,0.48,24.3,0.155,0.166
Kab. Purwakarta,Bungursari,-6.490212,107.507453,False,96827,2664.8,11.94,11.67,5.92,69.3,50.8,0,3.05,38.1,0.286,0.133
Kab. Purwakarta,Kiarapedes,-6.507076,107.416843,False,88138,3174.2,9.25,0.29,20.0,52.8,53.1,1,5.79,40.7,0.166,0.294
Kab. Purwakarta,Sukasari,-6.562583,107.468013,False,169015,16983.5,5.66,1.55,2.99,85.8,86.2,2,1.57,28.0,0.229,0.217
Kab. Karawang,Karawang Barat,-6.361796,107.237676,False,57290,1125.0,10.6,4.58,6.94,60.2,62.4,13,7.39,30.2,0.726,0.147
Kab. Karawang,Karawang Timur,-6.34326,107.265958,False,67068,1287.1,9.23,1.37,2.18,70.1,80.5,0,4.28,24.5,0.691,0.133
Kab. Karawang,Klari,-6.352591,107.257377,False,61630,2292.4,5.58,0.19,5.58,58.2,73.7,0,2.57,36.6,0.503,0.154
Kab. Karawang,Cikampek,-6.393265,107.22286,False,172562,11787.7,8.34,7.5,10.74,59.0,50.1,2,2.04,33.5,0.613,0.191
Kab. Karawang,Purwasari,-6.241964,107.288444,False,100558,7998.1,5.6,0.33,5.95,52.1,70.2,5,4.11,32.4,0.745,0.138
Kab. Karawang,Kotabaru,-6.338508,107.328744,False,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081
Kab. Karawang,Telukjambe Barat,-6.365079,107.371994,False,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121
Kab. Karawang,Telukjambe Timur,-6.274185,107.234306,False,86759,2701.9,9.31,3.72,1.3,69.8,75.8,0,0.16,40.2,0.589,0.127
Kab. Karawang,Ciampel,-6.333187,107.360659,False,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197
Kab. Karawang,Pangkalan,-6.248843,107.294784,False,122397,16965.1,5.48,2.19,2.1,65.2,76.5,0,2.91,42.0,0.532,0.19
Kab. Karawang,Tegalwaru,-6.301854,107.246725,False,168550,9574.6,7.15,6.85,5.51,64.5,60.7,0,0.1,36.4,0.774,0.129
Kab. Karawang,Jatisari,-6.241413,107.257067,False,74821,1010.4,5.72,0.94,1.23,75.5,85.2,0,17.4,27.7,0.717,0.115
Kab. Karawang,Cilamaya Kulon,-6.249163,107.323943,False,309229,12348.4,7.45,0.1,0.28,71.0,86.3,3,1.8,27.6,0.689,0.101
Kab. Karawang,Cilamaya Wetan,-6.302762,107.30203,False,384009,4801.8,4.64,3.59,9.46,59.6,61.4,4,0.22,26.9,0.59,0.137
Kab. Karawang,Lemahabang,-6.363093,107.248244,False,271244,53727.8,7.65,3.42,1.59,61.8,72.6,13,0.58,30.7,0.649,0.137
